TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_5,SWC_F_MDS_6,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,SWC_F_MDS_5_QC,SWC_F_MDS_6_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20100725,19.937,1.0,459.939,327.381,1.0,347.171,1.0,6.329,1.0,98.435,1.0,0.34,0.0,2.246,1.0,0.45237499999999997,1.0,211.4625625,1.0,635.2354791666667,1.0,-9999,0.0,44.26272916666667,1.0,417.6741666666667,1.0,380.755,1.0,18.943,18.849,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,7.181,5.902,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,124.069,-9999,-9999,-9999,-9999,6.50476,65.2884,-9999,-9999,-9999,-9999,4.12404,-5.22793,0.9375,0.414763,-5.28658,-5.02299,-4.47054,0.875,0.895833,0.958333,5.73788,5.26954,5.57706,5.86421,11.0729,9.69998,10.8163,11.1695,4.76627,4.39087,4.78797,5.03853,11.0579,10.4724,11.0421,11.1031,-9999,-9999
20100726,22.852,1.0,458.304,323.672,1.0,356.083,1.0,11.62,1.0,98.66,1.0,0.337,0.0,1.836,1.0,0.31775,1.0,201.46360416666667,1.0,618.5421666666667,1.0,-9999,0.0,44.7155,1.0,432.23895833333336,1.0,374.475,1.0,19.595,19.246,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,6.65,5.767,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,159.221,-9999,-9999,-9999,-9999,8.91936,41.2999,-9999,-9999,-9999,-9999,4.3217,-4.49158,0.9375,0.437682,-4.95951,-4.57468,-4.38582,0.979167,0.875,0.9375,6.23318,5.86267,6.07445,6.40199,10.7753,10.6668,10.737,10.8648,4.9006,4.32572,4.82357,5.04326,9.99082,9.3126,9.83091,9.96917,-9999,-9999
20100727,24.063,1.0,456.627,308.427,1.0,377.19,1.0,11.56,1.0,98.249,1.0,0.019,0.0,2.762,1.0,0.5699166666666667,1.0,226.8887727272727,0.9166666666666666,585.6976666666666,1.0,-9999,0.0,41.253687500000005,1.0,439.06311111111114,0.9375,369.761,1.0,20.23,19.704,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,6.004,5.505,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,125.219,-9999,-9999,-9999,-9999,7.34449,42.3731,-9999,-9999,-9999,-9999,4.74458,-5.29883,1.0,0.431433,-5.28827,-4.99686,-4.91534,1.0,1.0,1.0,6.44145,6.10876,6.35738,6.68524,11.7742,11.0661,11.5821,11.8373,4.29347,2.91542,4.13985,4.33342,9.29351,8.27038,9.14192,9.24011,-9999,-9999
20100728,21.793,1.0,454.91,233.234,1.0,391.963,1.0,5.218,1.0,97.844,0.5,1.972,0.0,3.58,1.0,0.7886458333333334,1.0,-9999,0.0,454.1692708333333,1.0,-9999,0.0,17.604680000000002,0.5208333333333334,-9999,0.0,379.342,1.0,20.202,20.267,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,6.923,5.557,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,96.8172,-9999,-9999,-9999,-9999,5.85859,40.1431,-9999,-9999,-9999,-9999,4.14806,-2.28325,1.0,0.411193,-2.4536,-2.40059,-2.22308,1.0,1.0,1.0,6.06361,5.82201,6.00452,6.20207,8.36725,8.2908,8.36725,8.48532,3.97974,2.66201,3.77307,3.95251,7.71659,6.70243,7.52269,7.6028,-9999,-9999
20100729,20.175,1.0,453.152,324.011,1.0,348.335,1.0,8.473,1.0,98.506,1.0,0.865,0.0,2.576,1.0,0.549,1.0,208.4575625,1.0,615.5491041666667,1.0,-9999,-9999,44.546479166666664,1.0,418.29833333333335,1.0,380.257,1.0,19.012,18.972,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,6.217,5.398,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,115.652,-9999,-9999,-9999,-9999,7.05728,80.091,-9999,-9999,-9999,-9999,4.45759,-3.83071,0.9375,0.431429,-3.93809,-3.86954,-3.65565,0.916667,0.9375,0.979167,5.7708,5.70681,5.76625,5.92784,9.66922,9.34184,9.66265,9.75429,4.49631,3.1755,4.13751,4.27529,9.72745,8.48974,9.14834,9.58412,-9999,-9999
20100730,19.468,1.0,451.355,268.334,1.0,353.021,1.0,7.184,1.0,98.403,1.0,0.001,0.0,1.806,1.0,0.36856249999999996,1.0,173.53008333333332,1.0,509.03672916666665,1.0,-9999,0.0,38.465354166666664,1.0,415.2375,1.0,379.951,1.0,18.777,18.688,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,5.715,5.199,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,107.351,-9999,-9999,-9999,-9999,6.49943,62.5266,-9999,-9999,-9999,-9999,4.00544,-3.62929,0.9375,0.449144,-4.1963,-3.93089,-3.78069,0.9375,0.958333,0.958333,5.41368,5.41921,5.56368,5.74197,9.34983,9.44401,9.5334,9.69672,4.25427,3.00837,3.83169,4.22641,9.31913,8.33776,9.01252,9.34127,-9999,-9999
20100731,18.502,1.0,449.519,101.08,1.0,391.957,1.0,2.395,1.0,98.033,1.0,10.866,0.0,1.855,1.0,0.34397916666666667,1.0,74.75189130434782,0.9583333333333334,198.32479166666667,1.0,-9999,0.0,15.056062500000001,1.0,410.3348936170213,0.9791666666666666,382.804,1.0,18.572,18.544,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,5.803,5.106,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,37.5041,-9999,-9999,-9999,-9999,4.5116,8.73083,-9999,-9999,-9999,-9999,2.76096,-1.1,1.0,0.384799,-1.3482,-1.2059,-1.0682,1.0,1.0,1.0,4.95422,4.9693,5.08598,5.39495,6.08896,6.01375,6.19368,6.59925,3.20106,2.50883,2.90557,3.1977,5.67961,4.15094,5.30232,5.70659,-9999,-9999
20100801,20.778,1.0,447.643,202.44,1.0,383.614,1.0,4.725,1.0,98.151,1.0,0.623,0.0,1.323,1.0,0.249125,1.0,136.36887499999997,1.0,396.9275833333333,1.0,-9999,0.0,28.003625,1.0,422.7560416666667,1.0,377.705,1.0,19.296,18.909,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,5.637,5.147,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,79.9547,-9999,-9999,-9999,-9999,5.44842,40.294,-9999,-9999,-9999,-9999,3.61952,-3.81278,0.958333,0.441269,-3.89703,-3.82942,-3.71356,0.958333,0.9375,0.958333,4.97146,4.99159,5.09975,5.60479,8.88411,8.8763,8.96575,9.34301,2.99593,2.2989,2.80945,3.28008,8.06759,7.02769,7.81349,8.1092,-9999,-9999
20100802,21.818,1.0,445.729,81.841,1.0,404.263,1.0,3.08,1.0,98.038,1.0,4.158,0.0,2.329,1.0,0.4275624999999999,1.0,44.25278378378378,0.7708333333333334,168.77372340425532,0.9791666666666666,-9999,0.0,20.774687500000002,1.0,428.46538461538466,0.8125,384.533,0.979167,19.787,19.479,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,7.161,6.145,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,22.1599,-9999,-9999,-9999,-9999,2.94888,-11.788,-9999,-9999,-9999,-9999,2.39856,-0.263865,0.854167,0.414192,-0.490279,-0.366275,-0.280914,0.895833,0.875,0.916667,4.78302,4.82479,4.9768,5.57872,5.17915,5.21644,5.45346,5.92774,3.10097,2.80938,3.091,3.33662,4.39063,3.60584,4.50763,4.59639,-9999,-9999
20100803,24.363,1.0,443.777,178.515,1.0,409.307,1.0,4.95,1.0,97.872,1.0,2.476,0.0,2.66,1.0,0.5745416666666667,1.0,126.33697826086954,0.9583333333333334,351.68614583333334,1.0,-9999,0.0,25.818937499999993,1.0,443.02680851063843,0.9791666666666666,374.701,0.979167,21.152,20.83,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,8.209,7.262,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,72.4164,-9999,-9999,-9999,-9999,5.56693,13.7329,-9999,-9999,-9999,-9999,3.07175,-3.95287,0.708333,0.399603,-4.0163,-3.95287,-3.90024,0.770833,0.708333,0.708333,4.76567,4.80147,5.12268,5.76061,8.71854,8.75983,9.02414,9.70999,3.14552,2.88588,3.26334,3.35538,6.69124,6.68785,6.94303,7.09395,-9999,-9999
20100804,23.799,1.0,441.788,268.916,1.0,388.241,1.0,8.154,1.0,97.616,1.0,0.001,0.0,2.342,1.0,0.45593750000000005,1.0,179.54227083333333,1.0,512.2432083333333,1.0,-9999,0.0,38.27949999999999,0.9583333333333334,439.07625,1.0,378.775,1.0,21.188,21.194,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,7.606,6.717,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,115.227,-9999,-9999,-9999,-9999,6.43357,30.4367,-9999,-9999,-9999,-9999,4.1605,-5.79459,0.979167,0.418103,-5.94944,-5.92938,-5.81294,0.9375,0.979167,0.979167,4.34145,4.34921,4.61567,5.48365,10.1544,10.2815,10.6752,11.29,2.6274,2.60588,2.772,2.99008,7.99126,7.97821,8.08741,8.40853,-9999,-9999
20100805,20.218,1.0,439.763,237.504,1.0,359.874,1.0,7.104,1.0,97.376,1.0,1.932,0.0,3.219,1.0,0.6182291666666666,1.0,145.6825869565218,0.9583333333333334,441.0063541666666,1.0,-9999,-9999,37.663127659574464,0.9791666666666666,418.3671739130435,0.9583333333333334,379.487,1.0,19.695,20.127,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,7.776,6.606,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,93.0034,-9999,-9999,-9999,-9999,6.09777,35.0969,-9999,-9999,-9999,-9999,3.58022,-4.22848,1.0,0.390109,-4.42647,-4.32227,-4.29712,1.0,1.0,1.0,3.65628,3.65777,3.82097,4.65608,7.94591,8.06162,8.2105,8.96522,1.86171,1.86171,2.14426,2.74472,6.79436,6.85251,7.05011,7.40933,-9999,-9999
20100806,17.144,1.0,437.7,301.494,1.0,334.845,1.0,9.293,1.0,97.933,1.0,0.011,0.0,2.636,1.0,0.5412708333333334,1.0,191.65391666666667,1.0,582.5192708333333,1.0,-9999,0.0,42.66408333333333,1.0,400.90208333333334,1.0,377.499,1.0,17.707,18.031,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,8.135,7.101,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,125.683,-9999,-9999,-9999,-9999,6.4757,83.6075,-9999,-9999,-9999,-9999,4.11349,-3.73986,0.875,0.38966,-3.80638,-3.56882,-3.4725,0.854167,1.0,0.916667,3.14349,3.14349,3.25157,3.77055,6.93138,6.71361,6.99305,7.2346,1.18686,1.25386,1.7101,2.60766,7.96069,8.02533,8.29143,8.781,-9999,-9999
20100807,19.208,1.0,435.6,275.977,1.0,359.397,1.0,8.898,1.0,97.952,1.0,0.429,0.0,2.172,1.0,0.42502083333333335,1.0,216.167619047619,0.875,628.2826341463415,0.8541666666666666,-9999,0.0,42.89257142857143,0.875,411.55738095238087,0.875,375.112,1.0,17.705,17.287,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,7.287,6.547,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,107.303,-9999,-9999,-9999,-9999,6.0653,58.165,-9999,-9999,-9999,-9999,4.02802,-6.19138,0.666667,0.409643,-6.22488,-6.14771,-5.93499,0.666667,0.6875,0.541667,3.46304,3.42811,3.64087,3.98604,9.68584,9.60717,9.71684,9.91052,0.94114,1.28833,2.204,2.883,7.10311,7.46379,8.03357,8.58843,-9999,-9999
20100808,22.562,1.0,433.466,223.41,1.0,394.879,1.0,5.916,1.0,97.669,1.0,32.485,0.0,2.353,1.0,0.4598958333333334,1.0,200.68892307692312,0.8125,442.91345833333327,1.0,-9999,0.0,36.03955555555555,0.9375,433.2156097560976,0.8541666666666666,377.121,1.0,19.727,19.253,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,8.218,7.104,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,85.096,-9999,-9999,-9999,-9999,5.7041,29.505,-9999,-9999,-9999,-9999,3.83977,-5.81338,1.0,0.425791,-5.89937,-5.81338,-5.41839,0.979167,1.0,1.0,4.00141,3.9083,4.18895,4.55958,9.82916,9.43274,9.81312,9.98107,0.857361,1.11583,1.8255,4.96638,5.80037,6.71736,6.93327,9.42466,-9999,-9999
20100809,22.287,1.0,431.297,205.33,1.0,398.613,1.0,3.045,1.0,97.97,1.0,21.51,0.0,1.618,1.0,0.28791666666666665,1.0,155.46022727272728,0.9166666666666666,408.9976458333333,1.0,-9999,0.0,35.82389583333333,1.0,432.79863636363643,0.9166666666666666,388.878,0.854167,20.412,20.151,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,10.038,10.198,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,67.1265,-9999,-9999,-9999,-9999,4.76623,28.5049,-9999,-9999,-9999,-9999,3.42166,-4.227,0.75,0.428535,-4.33548,-3.98997,-3.70929,0.75,0.708333,0.8125,4.16399,4.02496,4.23737,4.7189,8.45057,7.80489,8.36627,8.46524,0.639961,1.57949,2.23434,4.73074,5.17235,6.59372,6.83886,9.29029,-9999,-9999
20100810,24.301,1.0,429.093,282.137,1.0,397.18,1.0,7.745,1.0,98.246,1.0,0.119,0.0,1.486,1.0,0.3000416666666667,1.0,151.10334146341464,0.8541666666666666,564.6269574468085,0.9791666666666666,-9999,0.0,45.38917777777777,0.9375,440.87119047619046,0.875,376.18,0.979167,21.34,21.204,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,10.541,11.043,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,116.007,-9999,-9999,-9999,-9999,6.85537,55.8181,-9999,-9999,-9999,-9999,4.14685,-3.54864,0.895833,0.425845,-3.681,-3.54864,-3.37698,0.875,0.895833,0.895833,4.59551,4.39471,4.62866,5.1684,8.14415,8.03949,8.16719,8.46835,0.457861,3.74835,4.11987,4.89477,6.30108,7.35111,7.63164,9.82884,-9999,-9999
20100811,23.237,1.0,426.856,135.143,1.0,406.264,1.0,4.346,1.0,97.994,1.0,0.03,0.0,1.376,1.0,0.2602291666666667,1.0,84.90295833333334,1.0,262.1523125,1.0,-9999,0.0,18.853270833333333,1.0,436.3475,1.0,377.359,0.854167,21.238,21.317,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,9.565,7.783,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,50.2394,-9999,-9999,-9999,-9999,4.07388,-2.77775,-9999,-9999,-9999,-9999,3.32464,-2.6311,0.875,0.411855,-2.6311,-2.3657,-2.28558,0.875,0.895833,0.895833,4.66367,4.42324,4.66863,5.22584,7.29235,6.67491,7.23335,7.47472,3.51758,4.36358,5.19367,7.73383,5.35396,5.04174,5.90043,6.32833,-9999,-9999
20100812,23.941,1.0,424.585,273.811,1.0,397.979,0.979167,7.406,1.0,97.857,1.0,0.725,0.0,1.411,1.0,0.2937916666666666,1.0,100.89399999999998,0.7916666666666666,540.4544375,1.0,-9999,-9999,33.4474090909091,0.9166666666666666,437.22829268292674,0.8541666666666666,376.779,0.958333,21.565,21.517,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,8.894,8.696,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,94.294,-9999,-9999,-9999,-9999,6.66737,44.2025,-9999,-9999,-9999,-9999,4.45901,-4.32562,0.770833,0.420775,-4.41059,-4.29097,-4.0995,0.791667,0.770833,0.875,4.95287,4.65639,4.95978,5.44754,9.27843,9.10923,9.28384,9.61655,10.5858,5.21799,10.4773,12.969,12.8152,8.59911,12.2399,13.5829,-9999,-9999
20100813,25.365,1.0,422.28,218.321,1.0,402.047,1.0,8.188,1.0,97.792,1.0,0.313,0.0,2.54,1.0,0.5063541666666667,1.0,101.78106976744186,0.8958333333333334,399.2037872340426,0.9791666666666666,-9999,0.0,24.790688888888887,0.9375,447.1302272727273,0.9166666666666666,375.705,0.875,21.906,21.892,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,8.027,7.605,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,93.3922,-9999,-9999,-9999,-9999,5.52637,17.343,-9999,-9999,-9999,-9999,3.7209,-3.98189,0.791667,0.407924,-3.97944,-3.85562,-3.72265,0.791667,0.8125,0.770833,5.34488,5.02393,5.34488,5.87577,9.32967,8.95012,9.29011,9.7022,12.8019,6.21761,12.1222,13.229,12.7579,8.04198,12.2612,12.8622,-9999,-9999
20100814,24.514,1.0,419.944,218.401,1.0,404.508,1.0,5.844,1.0,97.621,1.0,7.138,0.0,2.481,0.770833,0.4843243243243244,0.7708333333333334,189.1313823529412,0.7083333333333334,498.30969047619044,0.875,-9999,0.0,37.79189473684212,0.7916666666666666,447.39457142857145,0.7291666666666666,377.524,0.9375,22.286,22.306,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,13.838,14.268,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,76.2215,-9999,-9999,-9999,-9999,4.96765,25.1661,-9999,-9999,-9999,-9999,4.06997,-2.76558,0.8125,0.383787,-2.76558,-2.68414,-2.63648,0.8125,0.854167,0.854167,5.43268,5.07944,5.39497,5.9802,8.19826,7.69577,8.19242,8.61668,8.227,6.31634,8.11383,8.38632,9.11257,8.03315,9.07865,9.1906,-9999,-9999
20100815,22.2,1.0,417.576,241.982,1.0,382.602,1.0,6.623,1.0,97.556,1.0,0.362,0.0,3.281,1.0,0.670875,1.0,165.669,0.9791666666666666,463.80327083333333,1.0,-9999,0.0,32.90221276595745,0.9791666666666666,429.82166666666666,1.0,380.405,1.0,21.27,21.602,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,13.014,13.14,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,85.1858,-9999,-9999,-9999,-9999,5.88267,40.1558,-9999,-9999,-9999,-9999,4.21361,-3.05841,1.0,0.379032,-3.0955,-3.02971,-2.98137,0.979167,0.979167,1.0,5.29752,4.8272,5.27842,5.84559,8.35593,7.78922,8.35593,8.8023,4.88368,4.60988,4.91621,5.45754,8.04285,7.9649,8.11143,8.38052,-9999,-9999
20100816,18.149,1.0,415.176,239.435,1.0,356.07,1.0,7.216,1.0,97.734,1.0,0.39,0.0,3.503,1.0,0.7251041666666667,1.0,168.98713636363638,0.9166666666666666,457.2964583333334,1.0,-9999,0.0,43.01772916666666,1.0,406.980909090909,0.9166666666666666,375.997,1.0,19.021,19.562,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,12.649,12.469,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,76.6834,-9999,-9999,-9999,-9999,5.40776,45.9385,-9999,-9999,-9999,-9999,5.2137,-3.99056,1.0,0.40611,-4.01648,-3.99056,-3.95817,1.0,1.0,1.0,4.75351,4.4414,4.72624,5.10742,8.74407,7.97193,8.74157,9.11979,2.87427,2.77594,3.06198,3.39975,7.76344,7.72339,7.8763,8.07989,-9999,-9999
20100817,16.92,1.0,412.747,271.285,1.0,334.111,1.0,7.677,1.0,98.223,1.0,0.0,0.0,3.177,1.0,0.5725416666666666,1.0,169.41120833333332,1.0,514.1937708333334,1.0,-9999,0.0,37.335812499999996,1.0,397.68874999999997,1.0,378.044,1.0,17.494,17.709,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,14.369,14.832,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,88.4226,-9999,-9999,-9999,-9999,5.70484,33.2228,-9999,-9999,-9999,-9999,4.33679,-4.24533,1.0,0.368154,-4.25309,-4.22774,-4.0876,1.0,1.0,1.0,4.51688,4.40754,4.47327,4.58875,8.7622,8.53244,8.7026,8.80013,2.16143,1.91749,2.40868,2.66847,7.8292,7.90718,8.19174,8.31229,-9999,-9999
20100818,19.184,1.0,410.285,287.725,1.0,350.225,1.0,6.161,1.0,98.185,1.0,1.6,0.0,3.423,1.0,0.6866875,1.0,173.39097674418608,0.8958333333333334,554.422625,1.0,-9999,0.0,38.16291666666667,1.0,412.8384782608696,0.9583333333333334,376.267,1.0,18.053,17.767,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,13.016,13.161,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,70.9863,-9999,-9999,-9999,-9999,5.87451,52.5841,-9999,-9999,-9999,-9999,5.2624,-5.12795,1.0,0.411096,-5.24267,-5.13982,-5.05623,1.0,1.0,1.0,4.9984,4.98271,5.00423,5.08055,10.1264,10.125,10.1653,10.32,2.49244,1.37062,1.69545,2.91742,7.44327,7.47407,7.69202,8.53362,-9999,-9999
20100819,18.057,1.0,407.796,258.062,1.0,347.507,1.0,5.814,1.0,98.01,1.0,12.415,0.0,1.906,0.895833,0.4265116279069767,0.8958333333333334,242.1633529411764,0.7083333333333334,501.99427083333336,1.0,-9999,-9999,41.95793181818181,0.9166666666666666,407.8837837837838,0.7708333333333334,376.737,1.0,18.153,18.203,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,15.101,16.243,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,111.143,-9999,-9999,-9999,-9999,6.24071,46.534,-9999,-9999,-9999,-9999,4.59498,-2.72039,1.0,0.376756,-2.67207,-2.49547,-2.47094,1.0,1.0,1.0,5.09061,5.08875,5.15008,5.2166,7.811,7.52367,7.77954,7.88738,3.16764,2.26914,2.57812,3.71961,7.15197,7.24261,7.45562,7.98986,-9999,-9999
20100820,18.388,1.0,405.276,142.143,1.0,373.726,1.0,4.068,1.0,98.048,1.0,5.782,0.0,2.899,0.916667,0.52975,0.9166666666666666,113.12448571428573,0.7291666666666666,285.33795833333335,1.0,-9999,0.0,30.267441860465116,0.8958333333333334,406.0169230769231,0.8125,376.205,1.0,17.657,17.573,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,15.026,15.717,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,36.404,-9999,-9999,-9999,-9999,3.59808,-2.82504,-9999,-9999,-9999,-9999,4.13418,-3.93219,1.0,0.493868,-3.93219,-3.90637,-3.81276,1.0,1.0,1.0,5.41511,5.41315,5.54289,5.59442,9.3473,9.30313,9.43851,9.50847,5.48375,5.38244,6.0818,6.26043,6.8823,6.94051,7.18459,7.54176,-9999,-9999
20100821,20.422,1.0,402.728,98.209,1.0,402.985,1.0,2.287,1.0,97.752,1.0,9.196,0.0,2.583,1.0,0.5257499999999999,1.0,69.61706382978726,0.9791666666666666,196.63693750000002,1.0,-9999,0.0,14.410854166666667,1.0,419.4614893617019,0.9791666666666666,382.982,1.0,19.057,18.933,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,15.216,16.406,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,22.8523,-9999,-9999,-9999,-9999,2.58796,1.75398,-9999,-9999,-9999,-9999,4.90988,0.067649,0.958333,0.454775,-0.050614,0.067649,0.287585,0.958333,0.958333,0.958333,5.80021,5.80021,5.99059,6.12316,5.73256,5.77866,5.82759,6.05093,7.51545,7.79001,8.81764,9.3966,7.17361,7.26847,7.38827,8.23479,-9999,-9999
20100822,19.453,1.0,400.152,208.537,1.0,389.628,1.0,4.05,1.0,98.47,1.0,0.648,0.0,2.349,1.0,0.5535,1.0,153.86254166666666,1.0,406.7829791666666,1.0,-9999,0.0,27.46489583333333,1.0,416.23375000000004,1.0,378.904,1.0,19.102,19.074,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,13.859,14.895,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,75.1477,-9999,-9999,-9999,-9999,4.77787,59.9685,-9999,-9999,-9999,-9999,5.42877,-1.12301,1.0,0.393964,-1.12301,-1.11526,-1.09605,1.0,1.0,1.0,5.55851,5.55851,5.72902,5.86998,6.68152,6.68152,6.83993,6.97998,7.398,7.84323,9.77015,10.5764,9.20218,9.30058,9.84155,10.5314,-9999,-9999
